"","ZIP.Code","NAME","Registration.Date","Vehicle.Count","AEC_Rebate","AEC","PSEG_Rebate","PSEG","REC_Rebate","REC","JCPL_Rebate","JCPL"
"1",7001,"Public Service Electric & Gas Co.",2019-06-01,21,0,0,0,1,0,0,0,0
"2",7001,"Public Service Electric & Gas Co.",2021-06-01,45,1,0,0,1,0,0,0,0
"3",7001,"Public Service Electric & Gas Co.",2022-06-01,59,1,0,1,1,0,0,0,0
"4",7001,"Public Service Electric & Gas Co.",2017-06-01,5,0,0,0,1,0,0,0,0
"5",7001,"Public Service Electric & Gas Co.",2021-12-01,53,1,0,1,1,0,0,0,0
"6",7001,"Public Service Electric & Gas Co.",2022-12-01,67,1,0,1,1,1,0,1,0
"7",7001,"Public Service Electric & Gas Co.",2023-12-01,187,1,0,1,1,1,0,1,0
"8",7001,"Public Service Electric & Gas Co.",2018-06-01,14,0,0,0,1,0,0,0,0
"9",7001,"Public Service Electric & Gas Co.",2017-12-01,10,0,0,0,1,0,0,0,0
"10",7001,"Public Service Electric & Gas Co.",2023-06-01,130,1,0,1,1,1,0,1,0
"11",7001,"Public Service Electric & Gas Co.",2020-12-01,40,0,0,0,1,0,0,0,0
"12",7001,"Public Service Electric & Gas Co.",2020-06-01,30,0,0,0,1,0,0,0,0
"13",7001,"Public Service Electric & Gas Co.",2019-12-01,28,0,0,0,1,0,0,0,0
"14",7001,"Public Service Electric & Gas Co.",2018-12-01,21,0,0,0,1,0,0,0,0
"15",7002,"Public Service Electric & Gas Co.",2019-06-01,62,0,0,0,1,0,0,0,0
"16",7002,"Public Service Electric & Gas Co.",2019-12-01,73,0,0,0,1,0,0,0,0
"17",7002,"Public Service Electric & Gas Co.",2021-06-01,123,1,0,0,1,0,0,0,0
"18",7002,"Public Service Electric & Gas Co.",2023-06-01,439,1,0,1,1,1,0,1,0
"19",7002,"Public Service Electric & Gas Co.",2020-06-01,89,0,0,0,1,0,0,0,0
"20",7002,"Public Service Electric & Gas Co.",2021-12-01,181,1,0,1,1,0,0,0,0
"21",7002,"Public Service Electric & Gas Co.",2020-12-01,105,0,0,0,1,0,0,0,0
"22",7002,"Public Service Electric & Gas Co.",2022-12-01,292,1,0,1,1,1,0,1,0
"23",7002,"Public Service Electric & Gas Co.",2023-12-01,566,1,0,1,1,1,0,1,0
"24",7002,"Public Service Electric & Gas Co.",2022-06-01,244,1,0,1,1,0,0,0,0
"25",7002,"Public Service Electric & Gas Co.",2017-06-01,29,0,0,0,1,0,0,0,0
"26",7002,"Public Service Electric & Gas Co.",2018-06-01,36,0,0,0,1,0,0,0,0
"27",7002,"Public Service Electric & Gas Co.",2017-12-01,36,0,0,0,1,0,0,0,0
"28",7002,"Public Service Electric & Gas Co.",2018-12-01,54,0,0,0,1,0,0,0,0
"29",7003,"Public Service Electric & Gas Co.",2018-06-01,79,0,0,0,1,0,0,0,0
"30",7003,"Public Service Electric & Gas Co.",2022-12-01,376,1,0,1,1,1,0,1,0
"31",7003,"Public Service Electric & Gas Co.",2023-12-01,565,1,0,1,1,1,0,1,0
"32",7003,"Public Service Electric & Gas Co.",2019-06-01,101,0,0,0,1,0,0,0,0
"33",7003,"Public Service Electric & Gas Co.",2020-12-01,177,0,0,0,1,0,0,0,0
"34",7003,"Public Service Electric & Gas Co.",2017-06-01,33,0,0,0,1,0,0,0,0
"35",7003,"Public Service Electric & Gas Co.",2021-12-01,290,1,0,1,1,0,0,0,0
"36",7003,"Public Service Electric & Gas Co.",2017-12-01,58,0,0,0,1,0,0,0,0
"37",7003,"Public Service Electric & Gas Co.",2021-06-01,211,1,0,0,1,0,0,0,0
"38",7003,"Public Service Electric & Gas Co.",2020-06-01,137,0,0,0,1,0,0,0,0
"39",7003,"Public Service Electric & Gas Co.",2022-06-01,339,1,0,1,1,0,0,0,0
"40",7003,"Public Service Electric & Gas Co.",2018-12-01,89,0,0,0,1,0,0,0,0
"41",7003,"Public Service Electric & Gas Co.",2019-12-01,120,0,0,0,1,0,0,0,0
"42",7003,"Public Service Electric & Gas Co.",2023-06-01,463,1,0,1,1,1,0,1,0
"43",7004,"Public Service Electric & Gas Co.",2022-06-01,115,1,0,1,1,0,0,0,0
"44",7004,"Public Service Electric & Gas Co.",2023-06-01,180,1,0,1,1,1,0,1,0
"45",7004,"Public Service Electric & Gas Co.",2022-12-01,143,1,0,1,1,1,0,1,0
"46",7004,"Public Service Electric & Gas Co.",2018-06-01,26,0,0,0,1,0,0,0,0
"47",7004,"Public Service Electric & Gas Co.",2018-12-01,40,0,0,0,1,0,0,0,0
"48",7004,"Public Service Electric & Gas Co.",2023-12-01,230,1,0,1,1,1,0,1,0
"49",7004,"Public Service Electric & Gas Co.",2017-06-01,12,0,0,0,1,0,0,0,0
"50",7004,"Public Service Electric & Gas Co.",2020-06-01,52,0,0,0,1,0,0,0,0
"51",7004,"Public Service Electric & Gas Co.",2021-06-01,71,1,0,0,1,0,0,0,0
"52",7004,"Public Service Electric & Gas Co.",2019-12-01,44,0,0,0,1,0,0,0,0
"53",7004,"Public Service Electric & Gas Co.",2017-12-01,25,0,0,0,1,0,0,0,0
"54",7004,"Public Service Electric & Gas Co.",2019-06-01,44,0,0,0,1,0,0,0,0
"55",7004,"Public Service Electric & Gas Co.",2020-12-01,63,0,0,0,1,0,0,0,0
"56",7004,"Public Service Electric & Gas Co.",2021-12-01,97,1,0,1,1,0,0,0,0
"57",7005,"Jersey Central Power & Light",2023-06-01,305,1,0,1,0,1,0,1,1
"58",7005,"Jersey Central Power & Light",2020-06-01,79,0,0,0,0,0,0,0,1
"59",7005,"Jersey Central Power & Light",2019-06-01,60,0,0,0,0,0,0,0,1
"60",7005,"Jersey Central Power & Light",2017-06-01,19,0,0,0,0,0,0,0,1
"61",7005,"Jersey Central Power & Light",2022-06-01,187,1,0,1,0,0,0,0,1
"62",7005,"Jersey Central Power & Light",2021-06-01,119,1,0,0,0,0,0,0,1
"63",7005,"Jersey Central Power & Light",2021-12-01,153,1,0,1,0,0,0,0,1
"64",7005,"Jersey Central Power & Light",2020-12-01,97,0,0,0,0,0,0,0,1
"65",7005,"Jersey Central Power & Light",2018-06-01,41,0,0,0,0,0,0,0,1
"66",7005,"Jersey Central Power & Light",2019-12-01,64,0,0,0,0,0,0,0,1
"67",7005,"Jersey Central Power & Light",2017-12-01,30,0,0,0,0,0,0,0,1
"68",7005,"Jersey Central Power & Light",2022-12-01,216,1,0,1,0,1,0,1,1
"69",7005,"Jersey Central Power & Light",2023-12-01,373,1,0,1,0,1,0,1,1
"70",7005,"Jersey Central Power & Light",2018-12-01,53,0,0,0,0,0,0,0,1
"71",7006,"Public Service Electric & Gas Co.",2019-12-01,146,0,0,0,1,0,0,0,0
"72",7006,"Public Service Electric & Gas Co.",2017-06-01,49,0,0,0,1,0,0,0,0
"73",7006,"Public Service Electric & Gas Co.",2020-12-01,174,0,0,0,1,0,0,0,0
"74",7006,"Public Service Electric & Gas Co.",2022-12-01,351,1,0,1,1,1,0,1,0
"75",7006,"Public Service Electric & Gas Co.",2020-06-01,156,0,0,0,1,0,0,0,0
"76",7006,"Public Service Electric & Gas Co.",2017-12-01,73,0,0,0,1,0,0,0,0
"77",7006,"Public Service Electric & Gas Co.",2019-06-01,136,0,0,0,1,0,0,0,0
"78",7006,"Public Service Electric & Gas Co.",2018-06-01,82,0,0,0,1,0,0,0,0
"79",7006,"Public Service Electric & Gas Co.",2022-06-01,309,1,0,1,1,0,0,0,0
"80",7006,"Public Service Electric & Gas Co.",2018-12-01,97,0,0,0,1,0,0,0,0
"81",7006,"Public Service Electric & Gas Co.",2021-06-01,197,1,0,0,1,0,0,0,0
"82",7006,"Public Service Electric & Gas Co.",2023-06-01,439,1,0,1,1,1,0,1,0
"83",7006,"Public Service Electric & Gas Co.",2021-12-01,261,1,0,1,1,0,0,0,0
"84",7006,"Public Service Electric & Gas Co.",2023-12-01,547,1,0,1,1,1,0,1,0
"85",7008,"Public Service Electric & Gas Co.",2023-12-01,241,1,0,1,1,1,0,1,0
"86",7008,"Public Service Electric & Gas Co.",2022-12-01,101,1,0,1,1,1,0,1,0
"87",7008,"Public Service Electric & Gas Co.",2020-06-01,31,0,0,0,1,0,0,0,0
"88",7008,"Public Service Electric & Gas Co.",2020-12-01,35,0,0,0,1,0,0,0,0
"89",7008,"Public Service Electric & Gas Co.",2018-12-01,17,0,0,0,1,0,0,0,0
"90",7008,"Public Service Electric & Gas Co.",2021-12-01,67,1,0,1,1,0,0,0,0
"91",7008,"Public Service Electric & Gas Co.",2017-12-01,14,0,0,0,1,0,0,0,0
"92",7008,"Public Service Electric & Gas Co.",2018-06-01,14,0,0,0,1,0,0,0,0
"93",7008,"Public Service Electric & Gas Co.",2022-06-01,85,1,0,1,1,0,0,0,0
"94",7008,"Public Service Electric & Gas Co.",2021-06-01,39,1,0,0,1,0,0,0,0
"95",7008,"Public Service Electric & Gas Co.",2017-06-01,9,0,0,0,1,0,0,0,0
"96",7008,"Public Service Electric & Gas Co.",2023-06-01,166,1,0,1,1,1,0,1,0
"97",7008,"Public Service Electric & Gas Co.",2019-12-01,26,0,0,0,1,0,0,0,0
"98",7008,"Public Service Electric & Gas Co.",2019-06-01,20,0,0,0,1,0,0,0,0
"99",7009,"Public Service Electric & Gas Co.",2023-12-01,340,1,0,1,1,1,0,1,0
"100",7009,"Public Service Electric & Gas Co.",2020-12-01,92,0,0,0,1,0,0,0,0
"101",7009,"Public Service Electric & Gas Co.",2018-06-01,39,0,0,0,1,0,0,0,0
"102",7009,"Public Service Electric & Gas Co.",2017-12-01,31,0,0,0,1,0,0,0,0
"103",7009,"Public Service Electric & Gas Co.",2018-12-01,49,0,0,0,1,0,0,0,0
"104",7009,"Public Service Electric & Gas Co.",2017-06-01,16,0,0,0,1,0,0,0,0
"105",7009,"Public Service Electric & Gas Co.",2020-06-01,79,0,0,0,1,0,0,0,0
"106",7009,"Public Service Electric & Gas Co.",2021-06-01,116,1,0,0,1,0,0,0,0
"107",7009,"Public Service Electric & Gas Co.",2022-12-01,210,1,0,1,1,1,0,1,0
"108",7009,"Public Service Electric & Gas Co.",2022-06-01,173,1,0,1,1,0,0,0,0
"109",7009,"Public Service Electric & Gas Co.",2021-12-01,148,1,0,1,1,0,0,0,0
"110",7009,"Public Service Electric & Gas Co.",2019-12-01,63,0,0,0,1,0,0,0,0
"111",7009,"Public Service Electric & Gas Co.",2023-06-01,282,1,0,1,1,1,0,1,0
"112",7009,"Public Service Electric & Gas Co.",2019-06-01,57,0,0,0,1,0,0,0,0
"113",7010,"Public Service Electric & Gas Co.",2021-12-01,124,1,0,1,1,0,0,0,0
"114",7010,"Public Service Electric & Gas Co.",2023-12-01,389,1,0,1,1,1,0,1,0
"115",7010,"Public Service Electric & Gas Co.",2022-12-01,200,1,0,1,1,1,0,1,0
"116",7010,"Public Service Electric & Gas Co.",2019-06-01,51,0,0,0,1,0,0,0,0
"117",7010,"Public Service Electric & Gas Co.",2018-06-01,37,0,0,0,1,0,0,0,0
"118",7010,"Public Service Electric & Gas Co.",2017-06-01,22,0,0,0,1,0,0,0,0
"119",7010,"Public Service Electric & Gas Co.",2023-06-01,267,1,0,1,1,1,0,1,0
"120",7010,"Public Service Electric & Gas Co.",2019-12-01,59,0,0,0,1,0,0,0,0
"121",7010,"Public Service Electric & Gas Co.",2018-12-01,44,0,0,0,1,0,0,0,0
"122",7010,"Public Service Electric & Gas Co.",2020-12-01,73,0,0,0,1,0,0,0,0
"123",7010,"Public Service Electric & Gas Co.",2021-06-01,84,1,0,0,1,0,0,0,0
"124",7010,"Public Service Electric & Gas Co.",2017-12-01,30,0,0,0,1,0,0,0,0
"125",7010,"Public Service Electric & Gas Co.",2020-06-01,67,0,0,0,1,0,0,0,0
"126",7010,"Public Service Electric & Gas Co.",2022-06-01,170,1,0,1,1,0,0,0,0
"127",7011,"Public Service Electric & Gas Co.",2022-12-01,126,1,0,1,1,1,0,1,0
"128",7011,"Public Service Electric & Gas Co.",2019-06-01,42,0,0,0,1,0,0,0,0
"129",7011,"Public Service Electric & Gas Co.",2018-12-01,35,0,0,0,1,0,0,0,0
"130",7011,"Public Service Electric & Gas Co.",2023-06-01,195,1,0,1,1,1,0,1,0
"131",7011,"Public Service Electric & Gas Co.",2022-06-01,109,1,0,1,1,0,0,0,0
"132",7011,"Public Service Electric & Gas Co.",2020-06-01,43,0,0,0,1,0,0,0,0
"133",7011,"Public Service Electric & Gas Co.",2017-12-01,25,0,0,0,1,0,0,0,0
"134",7011,"Public Service Electric & Gas Co.",2019-12-01,42,0,0,0,1,0,0,0,0
"135",7011,"Public Service Electric & Gas Co.",2020-12-01,47,0,0,0,1,0,0,0,0
"136",7011,"Public Service Electric & Gas Co.",2017-06-01,15,0,0,0,1,0,0,0,0
"137",7011,"Public Service Electric & Gas Co.",2021-06-01,58,1,0,0,1,0,0,0,0
"138",7011,"Public Service Electric & Gas Co.",2018-06-01,29,0,0,0,1,0,0,0,0
"139",7011,"Public Service Electric & Gas Co.",2023-12-01,258,1,0,1,1,1,0,1,0
"140",7011,"Public Service Electric & Gas Co.",2021-12-01,92,1,0,1,1,0,0,0,0
"141",7012,"Public Service Electric & Gas Co.",2018-12-01,31,0,0,0,1,0,0,0,0
"142",7012,"Public Service Electric & Gas Co.",2023-06-01,148,1,0,1,1,1,0,1,0
"143",7012,"Public Service Electric & Gas Co.",2022-06-01,81,1,0,1,1,0,0,0,0
"144",7012,"Public Service Electric & Gas Co.",2023-12-01,194,1,0,1,1,1,0,1,0
"145",7012,"Public Service Electric & Gas Co.",2019-06-01,30,0,0,0,1,0,0,0,0
"146",7012,"Public Service Electric & Gas Co.",2019-12-01,33,0,0,0,1,0,0,0,0
"147",7012,"Public Service Electric & Gas Co.",2017-06-01,12,0,0,0,1,0,0,0,0
"148",7012,"Public Service Electric & Gas Co.",2020-06-01,36,0,0,0,1,0,0,0,0
"149",7012,"Public Service Electric & Gas Co.",2022-12-01,93,1,0,1,1,1,0,1,0
"150",7012,"Public Service Electric & Gas Co.",2018-06-01,25,0,0,0,1,0,0,0,0
"151",7012,"Public Service Electric & Gas Co.",2017-12-01,21,0,0,0,1,0,0,0,0
"152",7012,"Public Service Electric & Gas Co.",2021-12-01,67,1,0,1,1,0,0,0,0
"153",7012,"Public Service Electric & Gas Co.",2020-12-01,39,0,0,0,1,0,0,0,0
"154",7012,"Public Service Electric & Gas Co.",2021-06-01,48,1,0,0,1,0,0,0,0
"155",7013,"Public Service Electric & Gas Co.",2018-12-01,65,0,0,0,1,0,0,0,0
"156",7013,"Public Service Electric & Gas Co.",2020-12-01,104,0,0,0,1,0,0,0,0
"157",7013,"Public Service Electric & Gas Co.",2022-12-01,224,1,0,1,1,1,0,1,0
"158",7013,"Public Service Electric & Gas Co.",2019-06-01,78,0,0,0,1,0,0,0,0
"159",7013,"Public Service Electric & Gas Co.",2019-12-01,76,0,0,0,1,0,0,0,0
"160",7013,"Public Service Electric & Gas Co.",2017-12-01,48,0,0,0,1,0,0,0,0
"161",7013,"Public Service Electric & Gas Co.",2018-06-01,52,0,0,0,1,0,0,0,0
"162",7013,"Public Service Electric & Gas Co.",2020-06-01,80,0,0,0,1,0,0,0,0
"163",7013,"Public Service Electric & Gas Co.",2021-12-01,172,1,0,1,1,0,0,0,0
"164",7013,"Public Service Electric & Gas Co.",2023-12-01,392,1,0,1,1,1,0,1,0
"165",7013,"Public Service Electric & Gas Co.",2017-06-01,29,0,0,0,1,0,0,0,0
"166",7013,"Public Service Electric & Gas Co.",2023-06-01,313,1,0,1,1,1,0,1,0
"167",7013,"Public Service Electric & Gas Co.",2022-06-01,195,1,0,1,1,0,0,0,0
"168",7013,"Public Service Electric & Gas Co.",2021-06-01,129,1,0,0,1,0,0,0,0
"169",7014,"Public Service Electric & Gas Co.",2020-06-01,15,0,0,0,1,0,0,0,0
"170",7014,"Public Service Electric & Gas Co.",2023-06-01,77,1,0,1,1,1,0,1,0
"171",7014,"Public Service Electric & Gas Co.",2018-12-01,12,0,0,0,1,0,0,0,0
"172",7014,"Public Service Electric & Gas Co.",2021-06-01,27,1,0,0,1,0,0,0,0
"173",7014,"Public Service Electric & Gas Co.",2017-06-01,2,0,0,0,1,0,0,0,0
"174",7014,"Public Service Electric & Gas Co.",2020-12-01,21,0,0,0,1,0,0,0,0
"175",7014,"Public Service Electric & Gas Co.",2022-12-01,52,1,0,1,1,1,0,1,0
"176",7014,"Public Service Electric & Gas Co.",2017-12-01,9,0,0,0,1,0,0,0,0
"177",7014,"Public Service Electric & Gas Co.",2019-06-01,15,0,0,0,1,0,0,0,0
"178",7014,"Public Service Electric & Gas Co.",2018-06-01,10,0,0,0,1,0,0,0,0
"179",7014,"Public Service Electric & Gas Co.",2021-12-01,35,1,0,1,1,0,0,0,0
"180",7014,"Public Service Electric & Gas Co.",2019-12-01,13,0,0,0,1,0,0,0,0
"181",7014,"Public Service Electric & Gas Co.",2022-06-01,42,1,0,1,1,0,0,0,0
"182",7014,"Public Service Electric & Gas Co.",2023-12-01,91,1,0,1,1,1,0,1,0
"183",7016,"Public Service Electric & Gas Co.",2020-12-01,125,0,0,0,1,0,0,0,0
"184",7016,"Public Service Electric & Gas Co.",2023-12-01,413,1,0,1,1,1,0,1,0
"185",7016,"Public Service Electric & Gas Co.",2017-12-01,43,0,0,0,1,0,0,0,0
"186",7016,"Public Service Electric & Gas Co.",2019-06-01,74,0,0,0,1,0,0,0,0
"187",7016,"Public Service Electric & Gas Co.",2019-12-01,98,0,0,0,1,0,0,0,0
"188",7016,"Public Service Electric & Gas Co.",2018-12-01,68,0,0,0,1,0,0,0,0
"189",7016,"Public Service Electric & Gas Co.",2018-06-01,50,0,0,0,1,0,0,0,0
"190",7016,"Public Service Electric & Gas Co.",2021-12-01,208,1,0,1,1,0,0,0,0
"191",7016,"Public Service Electric & Gas Co.",2022-12-01,275,1,0,1,1,1,0,1,0
"192",7016,"Public Service Electric & Gas Co.",2020-06-01,110,0,0,0,1,0,0,0,0
"193",7016,"Public Service Electric & Gas Co.",2017-06-01,26,0,0,0,1,0,0,0,0
"194",7016,"Public Service Electric & Gas Co.",2022-06-01,244,1,0,1,1,0,0,0,0
"195",7016,"Public Service Electric & Gas Co.",2023-06-01,348,1,0,1,1,1,0,1,0
"196",7016,"Public Service Electric & Gas Co.",2021-06-01,153,1,0,0,1,0,0,0,0
"197",7017,"Public Service Electric & Gas Co.",2019-12-01,14,0,0,0,1,0,0,0,0
"198",7017,"Public Service Electric & Gas Co.",2018-06-01,10,0,0,0,1,0,0,0,0
"199",7017,"Public Service Electric & Gas Co.",2022-06-01,53,1,0,1,1,0,0,0,0
"200",7017,"Public Service Electric & Gas Co.",2020-06-01,15,0,0,0,1,0,0,0,0
"201",7017,"Public Service Electric & Gas Co.",2017-06-01,5,0,0,0,1,0,0,0,0
"202",7017,"Public Service Electric & Gas Co.",2023-06-01,94,1,0,1,1,1,0,1,0
"203",7017,"Public Service Electric & Gas Co.",2023-12-01,115,1,0,1,1,1,0,1,0
"204",7017,"Public Service Electric & Gas Co.",2020-12-01,14,0,0,0,1,0,0,0,0
"205",7017,"Public Service Electric & Gas Co.",2019-06-01,15,0,0,0,1,0,0,0,0
"206",7017,"Public Service Electric & Gas Co.",2018-12-01,12,0,0,0,1,0,0,0,0
"207",7017,"Public Service Electric & Gas Co.",2021-06-01,15,1,0,0,1,0,0,0,0
"208",7017,"Public Service Electric & Gas Co.",2021-12-01,32,1,0,1,1,0,0,0,0
"209",7017,"Public Service Electric & Gas Co.",2017-12-01,8,0,0,0,1,0,0,0,0
"210",7017,"Public Service Electric & Gas Co.",2022-12-01,64,1,0,1,1,1,0,1,0
"211",7018,"Public Service Electric & Gas Co.",2021-12-01,30,1,0,1,1,0,0,0,0
"212",7018,"Public Service Electric & Gas Co.",2019-06-01,14,0,0,0,1,0,0,0,0
"213",7018,"Public Service Electric & Gas Co.",2018-06-01,6,0,0,0,1,0,0,0,0
"214",7018,"Public Service Electric & Gas Co.",2021-06-01,22,1,0,0,1,0,0,0,0
"215",7018,"Public Service Electric & Gas Co.",2023-06-01,80,1,0,1,1,1,0,1,0
"216",7018,"Public Service Electric & Gas Co.",2023-12-01,113,1,0,1,1,1,0,1,0
"217",7018,"Public Service Electric & Gas Co.",2022-06-01,43,1,0,1,1,0,0,0,0
"218",7018,"Public Service Electric & Gas Co.",2017-06-01,5,0,0,0,1,0,0,0,0
"219",7018,"Public Service Electric & Gas Co.",2018-12-01,12,0,0,0,1,0,0,0,0
"220",7018,"Public Service Electric & Gas Co.",2022-12-01,43,1,0,1,1,1,0,1,0
"221",7018,"Public Service Electric & Gas Co.",2017-12-01,7,0,0,0,1,0,0,0,0
"222",7018,"Public Service Electric & Gas Co.",2019-12-01,14,0,0,0,1,0,0,0,0
"223",7018,"Public Service Electric & Gas Co.",2020-06-01,16,0,0,0,1,0,0,0,0
"224",7018,"Public Service Electric & Gas Co.",2020-12-01,17,0,0,0,1,0,0,0,0
"225",7020,"Public Service Electric & Gas Co.",2017-12-01,42,0,0,0,1,0,0,0,0
"226",7020,"Public Service Electric & Gas Co.",2023-06-01,389,1,0,1,1,1,0,1,0
"227",7020,"Public Service Electric & Gas Co.",2018-12-01,76,0,0,0,1,0,0,0,0
"228",7020,"Public Service Electric & Gas Co.",2019-12-01,100,0,0,0,1,0,0,0,0
"229",7020,"Public Service Electric & Gas Co.",2020-12-01,135,0,0,0,1,0,0,0,0
"230",7020,"Public Service Electric & Gas Co.",2021-12-01,194,1,0,1,1,0,0,0,0
"231",7020,"Public Service Electric & Gas Co.",2022-12-01,294,1,0,1,1,1,0,1,0
"232",7020,"Public Service Electric & Gas Co.",2023-12-01,480,1,0,1,1,1,0,1,0
"233",7020,"Public Service Electric & Gas Co.",2017-06-01,22,0,0,0,1,0,0,0,0
"234",7020,"Public Service Electric & Gas Co.",2018-06-01,54,0,0,0,1,0,0,0,0
"235",7020,"Public Service Electric & Gas Co.",2019-06-01,95,0,0,0,1,0,0,0,0
"236",7020,"Public Service Electric & Gas Co.",2020-06-01,111,0,0,0,1,0,0,0,0
"237",7020,"Public Service Electric & Gas Co.",2021-06-01,165,1,0,0,1,0,0,0,0
"238",7020,"Public Service Electric & Gas Co.",2022-06-01,254,1,0,1,1,0,0,0,0
"239",7021,"Public Service Electric & Gas Co.",2021-06-01,45,1,0,0,1,0,0,0,0
"240",7021,"Public Service Electric & Gas Co.",2018-12-01,19,0,0,0,1,0,0,0,0
"241",7021,"Public Service Electric & Gas Co.",2020-12-01,40,0,0,0,1,0,0,0,0
"242",7021,"Public Service Electric & Gas Co.",2018-06-01,18,0,0,0,1,0,0,0,0
"243",7021,"Public Service Electric & Gas Co.",2023-12-01,103,1,0,1,1,1,0,1,0
"244",7021,"Public Service Electric & Gas Co.",2020-06-01,32,0,0,0,1,0,0,0,0
"245",7021,"Public Service Electric & Gas Co.",2019-06-01,25,0,0,0,1,0,0,0,0
"246",7021,"Public Service Electric & Gas Co.",2017-12-01,17,0,0,0,1,0,0,0,0
"247",7021,"Public Service Electric & Gas Co.",2021-12-01,56,1,0,1,1,0,0,0,0
"248",7021,"Public Service Electric & Gas Co.",2023-06-01,90,1,0,1,1,1,0,1,0
"249",7021,"Public Service Electric & Gas Co.",2022-06-01,62,1,0,1,1,0,0,0,0
"250",7021,"Public Service Electric & Gas Co.",2022-12-01,67,1,0,1,1,1,0,1,0
"251",7021,"Public Service Electric & Gas Co.",2017-06-01,15,0,0,0,1,0,0,0,0
"252",7021,"Public Service Electric & Gas Co.",2019-12-01,29,0,0,0,1,0,0,0,0
"253",7022,"Public Service Electric & Gas Co.",2020-06-01,15,0,0,0,1,0,0,0,0
"254",7022,"Public Service Electric & Gas Co.",2017-06-01,5,0,0,0,1,0,0,0,0
"255",7022,"Public Service Electric & Gas Co.",2021-06-01,26,1,0,0,1,0,0,0,0
"256",7022,"Public Service Electric & Gas Co.",2022-12-01,58,1,0,1,1,1,0,1,0
"257",7022,"Public Service Electric & Gas Co.",2019-06-01,10,0,0,0,1,0,0,0,0
"258",7022,"Public Service Electric & Gas Co.",2019-12-01,12,0,0,0,1,0,0,0,0
"259",7022,"Public Service Electric & Gas Co.",2023-12-01,102,1,0,1,1,1,0,1,0
"260",7022,"Public Service Electric & Gas Co.",2023-06-01,81,1,0,1,1,1,0,1,0
"261",7022,"Public Service Electric & Gas Co.",2022-06-01,50,1,0,1,1,0,0,0,0
"262",7022,"Public Service Electric & Gas Co.",2021-12-01,35,1,0,1,1,0,0,0,0
"263",7022,"Public Service Electric & Gas Co.",2017-12-01,6,0,0,0,1,0,0,0,0
"264",7022,"Public Service Electric & Gas Co.",2020-12-01,20,0,0,0,1,0,0,0,0
"265",7022,"Public Service Electric & Gas Co.",2018-12-01,8,0,0,0,1,0,0,0,0
"266",7022,"Public Service Electric & Gas Co.",2018-06-01,5,0,0,0,1,0,0,0,0
"267",7023,"Public Service Electric & Gas Co.",2018-12-01,22,0,0,0,1,0,0,0,0
"268",7023,"Public Service Electric & Gas Co.",2020-12-01,43,0,0,0,1,0,0,0,0
"269",7023,"Public Service Electric & Gas Co.",2019-06-01,26,0,0,0,1,0,0,0,0
"270",7023,"Public Service Electric & Gas Co.",2022-06-01,91,1,0,1,1,0,0,0,0
"271",7023,"Public Service Electric & Gas Co.",2020-06-01,36,0,0,0,1,0,0,0,0
"272",7023,"Public Service Electric & Gas Co.",2021-06-01,53,1,0,0,1,0,0,0,0
"273",7023,"Public Service Electric & Gas Co.",2017-12-01,18,0,0,0,1,0,0,0,0
"274",7023,"Public Service Electric & Gas Co.",2023-06-01,133,1,0,1,1,1,0,1,0
"275",7023,"Public Service Electric & Gas Co.",2018-06-01,20,0,0,0,1,0,0,0,0
"276",7023,"Public Service Electric & Gas Co.",2023-12-01,155,1,0,1,1,1,0,1,0
"277",7023,"Public Service Electric & Gas Co.",2022-12-01,102,1,0,1,1,1,0,1,0
"278",7023,"Public Service Electric & Gas Co.",2019-12-01,30,0,0,0,1,0,0,0,0
"279",7023,"Public Service Electric & Gas Co.",2021-12-01,74,1,0,1,1,0,0,0,0
"280",7023,"Public Service Electric & Gas Co.",2017-06-01,8,0,0,0,1,0,0,0,0
"281",7024,"Public Service Electric & Gas Co.",2018-06-01,109,0,0,0,1,0,0,0,0
"282",7024,"Public Service Electric & Gas Co.",2017-06-01,48,0,0,0,1,0,0,0,0
"283",7024,"Public Service Electric & Gas Co.",2023-12-01,1094,1,0,1,1,1,0,1,0
"284",7024,"Public Service Electric & Gas Co.",2022-12-01,656,1,0,1,1,1,0,1,0
"285",7024,"Public Service Electric & Gas Co.",2021-12-01,455,1,0,1,1,0,0,0,0
"286",7024,"Public Service Electric & Gas Co.",2019-06-01,173,0,0,0,1,0,0,0,0
"287",7024,"Public Service Electric & Gas Co.",2018-12-01,140,0,0,0,1,0,0,0,0
"288",7024,"Public Service Electric & Gas Co.",2020-06-01,210,0,0,0,1,0,0,0,0
"289",7024,"Public Service Electric & Gas Co.",2022-06-01,567,1,0,1,1,0,0,0,0
"290",7024,"Public Service Electric & Gas Co.",2017-12-01,88,0,0,0,1,0,0,0,0
"291",7024,"Public Service Electric & Gas Co.",2021-06-01,329,1,0,0,1,0,0,0,0
"292",7024,"Public Service Electric & Gas Co.",2019-12-01,196,0,0,0,1,0,0,0,0
"293",7024,"Public Service Electric & Gas Co.",2020-12-01,260,0,0,0,1,0,0,0,0
"294",7024,"Public Service Electric & Gas Co.",2023-06-01,873,1,0,1,1,1,0,1,0
"295",7026,"Public Service Electric & Gas Co.",2019-06-01,23,0,0,0,1,0,0,0,0
"296",7026,"Public Service Electric & Gas Co.",2023-06-01,176,1,0,1,1,1,0,1,0
