"zipcode","DISTRICT","PARENT","LABEL","NAME"
"08020",NA,"Pepco Holding Inc (PHI)","ACE","Atlantic City Electric"
"07045","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"08021",NA,"Pepco Holding Inc (PHI)","ACE","Atlantic City Electric"
"08092",NA,"Pepco Holding Inc (PHI)","ACE","Atlantic City Electric"
"07095",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07002",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07106",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07047",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07004",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"08028",NA,"Pepco Holding Inc (PHI)","ACE","Atlantic City Electric"
"08030",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07924","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07932","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"08033",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"08093",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07936","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"19134",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07006",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07010",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07016",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07058","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07069",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07021",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"08048",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07874","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"08057",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"08007",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07722","Coastal Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"08059",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"08064","Coastal Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"08066",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"08072",NA,"Pepco Holding Inc (PHI)","ACE","Atlantic City Electric"
"08073",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"19067",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"19020",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07847","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"18042","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"18938","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07826","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07849","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07851","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07857","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07865","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"18972","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07885","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"18337","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"08088",NA,"Pepco Holding Inc (PHI)","ACE","Atlantic City Electric"
"08096",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"08019",NA,"Pepco Holding Inc (PHI)","ACE","Atlantic City Electric"
"07462","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"19148",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"08084",NA,"Pepco Holding Inc (PHI)","ACE","Atlantic City Electric"
"08722","Coastal Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"18013","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"08611",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"08327",NA,"Pepco Holding Inc (PHI)","ACE","Atlantic City Electric"
"07719","Coastal Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"08520","Coastal Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"08090",NA,"Pepco Holding Inc (PHI)","ACE","Atlantic City Electric"
"08701","Coastal Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07417",NA,"Consolidated Edison","Rockland Electric","Rockland Electric Company"
"08518",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07823","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07711","Coastal Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07605",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"08528",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07755","Coastal Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07044",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"08002",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07065",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"08015","Coastal Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07825","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07114",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07832","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07931","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"08730","Coastal Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"08879","Coastal Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"19106",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07013",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07011",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07112",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07012",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"08889","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"18077","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"08901",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07643",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07522",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"18336",NA,"Consolidated Edison","Rockland Electric","Rockland Electric Company"
"07419","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07059","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07860","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07981","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"08542",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"08734","Coastal Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07882","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07920","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07934","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"08008",NA,"Pepco Holding Inc (PHI)","ACE","Atlantic City Electric"
"07718","Coastal Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"08226",NA,"Pepco Holding Inc (PHI)","ACE","Atlantic City Electric"
"07017",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"10952",NA,"Consolidated Edison","Rockland Electric","Rockland Electric Company"
"07828","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07470",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07103",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"08056",NA,"Pepco Holding Inc (PHI)","ACE","Atlantic City Electric"
"08824",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"08720","Coastal Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"08316",NA,"Pepco Holding Inc (PHI)","ACE","Atlantic City Electric"
"08049",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07834","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07724","Coastal Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07041","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"08003",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"08810",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"08234",NA,"Pepco Holding Inc (PHI)","ACE","Atlantic City Electric"
"07880","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07901","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07202",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"08317",NA,"Pepco Holding Inc (PHI)","ACE","Atlantic City Electric"
"08341",NA,"Pepco Holding Inc (PHI)","ACE","Atlantic City Electric"
"07933","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07974","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07043",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"08724","Coastal Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"19153",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07660",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07702","Coastal Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07735","Coastal Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07005","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07307",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"08884","Coastal Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"08083",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07757","Coastal Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"08104",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"08802","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"08846",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"08053",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"08041","Coastal Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07627",NA,"Consolidated Edison","Rockland Electric","Rockland Electric Company"
"08873",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"18351","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"08078",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07410",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07304",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07439","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"08620",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"08812",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07040",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"08009",NA,"Pepco Holding Inc (PHI)","ACE","Atlantic City Electric"
"08086",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07460","Metro Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07430",NA,"Consolidated Edison","Rockland Electric","Rockland Electric Company"
"07110",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"07403",NA,NA,"Municipal","Municipal- Butler"
"07750","Coastal Region","FirstEnergy","JCP&L","Jersey Central Power & Light"
"07020",NA,"Public Service Enterprise Group","PSE&G","Public Service Electric & Gas Co."
"08094",NA,"Pepco Holding Inc (PHI)","ACE","Atlantic City Electric"
