,,,,RESIDENTIAL,,,,COMMERCIAL,,,,INDUSTRIAL,,,,TRANSPORTATION,,,,TOTAL,,,
,,,,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price
Year,Month,State,Data Status,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh
2010,8,ID,Final,"53,359","628,932","665,129",8.48,"34,437","512,908","101,461",6.71,"61,380","1,115,658","26,971",5.50,0,0,0,0.00,"149,176","2,257,499","793,561",6.61
2010,8,IL,Final,"681,391","5,695,706","5,061,221",11.96,"484,928","5,167,304","579,147",9.38,"296,890","4,072,455","5,662",7.29,"2,453","36,358",4,6.75,"1,465,663","14,971,823","5,646,034",9.79
2010,8,IN,Final,"363,729","3,753,615","2,736,427",9.69,"203,784","2,415,677","341,713",8.44,"244,142","4,065,999","18,821",6.00,139,"1,531",1,9.08,"811,794","10,236,823","3,096,962",7.93
2010,8,KS,Final,"193,717","1,811,017","1,223,979",10.70,"136,563","1,573,731","221,290",8.68,"65,956","988,554","23,815",6.67,0,0,0,0.00,"396,237","4,373,301","1,469,084",9.06
2010,8,KY,Final,"274,593","3,001,069","1,934,762",9.15,"163,639","1,900,570","297,396",8.61,"186,920","3,361,531","7,347",5.56,0,0,0,0.00,"625,153","8,263,170","2,239,505",7.57
2010,8,LA,Final,"343,295","3,695,516","1,977,254",9.29,"204,557","2,407,508","274,749",8.50,"143,890","2,401,355","18,252",5.99,100,990,22,10.10,"691,841","8,505,369","2,270,277",8.13
2010,8,MA,Final,"312,695","2,100,901","2,666,265",14.88,"254,266","1,667,984","378,381",15.24,"217,042","1,496,825","16,179",14.50,"1,986","28,672",2,6.93,"785,989","5,294,382","3,060,827",14.85
2010,8,MD,Final,"428,986","2,887,684","2,200,573",14.86,"344,270","2,965,586","244,236",11.61,"44,332","452,989","8,761",9.79,"4,032","44,706",5,9.02,"821,620","6,350,964","2,453,575",12.94
2010,8,ME,Final,"62,569","396,435","700,564",15.78,"47,240","378,983","88,562",12.46,"25,785","280,205","2,806",9.20,0,0,0,0.00,"135,595","1,055,622","791,932",12.85
2010,8,MI,Final,"523,607","3,865,045","4,249,809",13.55,"362,731","3,698,530","519,881",9.81,"205,376","2,747,670","13,804",7.47,38,367,1,10.35,"1,091,752","10,311,612","4,783,495",10.59
2010,8,MN,Final,"256,291","2,267,694","2,304,042",11.30,"193,981","2,175,941","277,076",8.91,"143,842","2,128,413","12,343",6.76,145,"1,850",1,7.84,"594,259","6,573,899","2,593,462",9.04
2010,8,MO,Final,"444,764","4,206,339","2,698,368",10.57,"276,274","3,122,754","371,461",8.85,"98,558","1,510,300","8,908",6.53,162,"1,719",1,9.42,"819,759","8,841,112","3,078,738",9.27
2010,8,MS,Final,"231,140","2,245,315","1,259,054",10.29,"133,672","1,410,732","226,784",9.48,"95,814","1,402,292","7,428",6.83,0,0,0,0.00,"460,626","5,058,340","1,493,266",9.11
2010,8,MT,Final,"36,151","365,138","467,943",9.90,"37,334","423,360","101,235",8.82,"22,810","389,303","8,418",5.86,0,0,0,0.00,"96,295","1,177,801","577,596",8.18
2010,8,NC,Final,"671,451","6,380,926","4,203,917",10.52,"396,378","4,696,094","646,472",8.44,"170,930","2,531,051","11,065",6.75,44,606,8,7.26,"1,238,803","13,608,677","4,861,462",9.10
2010,8,ND,Final,"30,572","326,474","327,408",9.36,"31,859","408,821","58,963",7.79,"20,585","344,483","2,899",5.98,0,0,0,0.00,"83,016","1,079,779","389,270",7.69
2010,8,NE,Final,"111,631","1,083,987","802,281",10.30,"74,890","922,212","154,219",8.12,"71,047","1,033,606","71,093",6.87,0,0,0,0.00,"257,568","3,039,805","1,027,593",8.47
2010,8,NH,Final,"72,433","437,210","599,495",16.57,"61,628","420,395","104,734",14.66,"22,995","177,795","3,483",12.93,0,0,0,0.00,"157,056","1,035,400","707,712",15.17
2010,8,NJ,Final,"608,013","3,501,933","3,451,634",17.36,"577,431","3,863,627","479,217",14.95,"94,722","737,865","12,865",12.84,"2,716","25,504",6,10.65,"1,282,882","8,128,930","3,943,722",15.78
2010,8,NM,Final,"80,482","682,462","854,327",11.79,"82,162","866,897","135,538",9.48,"41,332","611,303","7,340",6.76,0,0,0,0.00,"203,976","2,160,662","997,205",9.44
2010,8,NV,Final,"203,584","1,670,566","1,061,462",12.19,"86,755","906,886","154,030",9.57,"109,272","1,188,147","3,652",9.20,88,815,18,10.80,"399,699","3,766,414","1,219,162",10.61
2010,8,NY,Final,"1,080,183","5,582,113","6,959,353",19.35,"1,285,414","7,503,301","1,039,857",17.13,"114,673","1,257,437","8,399",9.12,"34,039","232,095",23,14.67,"2,514,309","14,574,946","8,007,632",17.25
2010,8,OH,Final,"680,256","5,719,207","4,872,385",11.89,"427,023","4,416,230","613,913",9.67,"312,146","4,796,674","20,724",6.51,208,"2,376",3,8.75,"1,419,632","14,934,487","5,507,025",9.51
2010,8,OK,Final,"290,875","3,053,109","1,669,741",9.53,"165,906","2,050,699","263,123",8.09,"81,530","1,333,079","18,448",6.12,0,0,0,0.00,"538,310","6,436,887","1,951,312",8.36
2010,8,OR,Final,"127,167","1,403,539","1,630,051",9.06,"104,454","1,403,236","238,676",7.44,"58,854","1,098,969","27,433",5.36,144,"2,056",58,7.00,"290,618","3,907,801","1,896,218",7.44
2010,8,PA,Final,"700,456","5,294,941","5,242,834",13.23,"449,142","4,295,396","679,188",10.46,"304,685","3,948,178","27,309",7.72,"5,282","70,987",14,7.44,"1,459,566","13,609,502","5,949,345",10.72
2010,8,RI,Final,"53,039","310,258","422,930",17.10,"44,678","330,923","56,301",13.50,"9,847","83,039","1,968",11.86,313,"2,201",1,14.22,"107,878","726,421","481,200",14.85
2010,8,SC,Final,"378,530","3,486,958","2,100,070",10.86,"205,991","2,239,101","340,554",9.20,"156,522","2,524,483","4,561",6.20,0,0,0,0.00,"741,043","8,250,543","2,445,185",8.98
2010,8,SD,Final,"39,877","411,805","371,482",9.68,"31,996","400,422","66,693",7.99,"12,952","210,224","3,909",6.16,0,0,0,0.00,"84,825","1,022,451","442,084",8.30
2010,8,TN,Final,"469,132","4,896,754","2,713,881",9.58,"295,120","3,001,901","461,342",9.83,"182,527","2,606,308","2,063",7.00,18,162,1,11.11,"946,797","10,505,125","3,177,287",9.01
2010,8,TX,Final,"1,937,455","16,560,190","9,601,026",11.70,"1,150,678","12,576,293","1,462,432",9.15,"640,070","9,588,951","129,976",6.68,653,"6,642",3,9.83,"3,728,856","38,732,076","11,193,437",9.63
2010,8,UT,Final,"94,023","985,957","937,102",9.54,"68,882","931,625","122,878",7.39,"41,199","780,059","9,533",5.28,252,"2,831",10,8.90,"204,355","2,700,473","1,069,523",7.57
2010,8,VA,Final,"510,135","4,701,902","3,308,825",10.85,"339,028","4,419,309","427,748",7.67,"101,872","1,562,098","5,804",6.52,"1,312","17,422",1,7.53,"952,347","10,700,731","3,742,378",8.90
2010,8,VT,Final,"29,144","186,392","308,766",15.64,"24,980","186,954","50,829",13.36,"12,089","127,297",218,9.50,0,0,0,0.00,"66,212","500,643","359,813",13.23
2010,8,WA,Final,"201,719","2,444,343","2,834,823",8.25,"180,215","2,469,975","353,530",7.30,"97,576","2,339,984","34,152",4.17,46,621,6,7.41,"479,557","7,254,923","3,222,511",6.61
2010,8,WI,Final,"299,737","2,315,414","2,595,860",12.95,"227,129","2,228,648","338,211",10.19,"155,990","2,172,944","5,455",7.18,0,0,0,0.00,"682,856","6,717,006","2,939,526",10.17
2010,8,WV,Final,"98,164","1,066,586","867,068",9.20,"57,938","740,476","137,557",7.82,"60,310","1,002,054","12,510",6.02,23,249,1,9.24,"216,436","2,809,365","1,017,136",7.70
2010,8,WY,Final,"17,936","188,496","257,338",9.52,"26,435","352,781","59,538",7.49,"43,458","842,175","9,475",5.16,0,0,0,0.00,"87,830","1,383,451","326,351",6.35
2010,7,AK,Final,"24,984","148,936","272,583",16.77,"31,671","223,285","47,878",14.18,"15,278","115,173","1,612",13.27,0,0,0,0.00,"71,933","487,395","322,073",14.76
2010,7,AL,Final,"415,224","3,848,864","2,151,158",10.79,"227,752","2,268,293","359,088",10.04,"182,632","2,915,188","7,053",6.26,0,0,0,0.00,"825,608","9,032,345","2,517,299",9.14
2010,7,AR,Final,"186,141","2,091,591","1,331,093",8.90,"87,971","1,239,452","180,614",7.10,"87,706","1,536,632","38,702",5.71,4,39,2,10.26,"361,822","4,867,714","1,550,411",7.43
2010,7,AZ,Final,"522,902","4,438,662","2,545,685",11.78,"312,506","3,021,317","300,714",10.34,"76,023","1,021,709","7,183",7.44,0,0,0,0.00,"911,431","8,481,688","2,853,582",10.75
2010,7,CA,Final,"1,217,813","8,105,267","12,990,786",15.02,"1,686,018","11,041,978","1,823,437",15.27,"488,616","4,398,786","75,655",11.11,"6,073","70,279",14,8.64,"3,398,520","23,616,311","14,889,892",14.39
2010,7,CO,Final,"215,203","1,838,591","2,129,444",11.70,"179,223","1,872,422","350,379",9.57,"105,038","1,393,566","15,200",7.54,385,"3,810",1,10.10,"499,850","5,108,388","2,495,024",9.78
2010,7,CT,Final,"261,370","1,375,259","1,448,193",19.01,"207,667","1,254,879","149,329",16.55,"45,269","313,695","4,770",14.43,"1,590","13,496",2,11.78,"515,896","2,957,329","1,602,294",17.44
2010,7,DC,Final,"41,001","281,005","226,914",14.59,"120,819","882,178","26,444",13.70,"1,851","18,756",1,9.87,"3,592","28,569",1,12.57,"167,262","1,210,508","253,360",13.82
2010,7,DE,Final,"76,710","549,890","398,337",13.95,"47,994","427,466","52,400",11.23,"24,064","236,937","1,248",10.16,0,0,0,0.00,"148,768","1,214,292","451,985",12.25
2010,7,FL,Final,"1,499,575","12,809,387","8,528,077",11.71,"863,149","8,796,779","1,130,586",9.81,"139,743","1,523,668","18,632",9.17,677,"7,693",25,8.80,"2,503,144","23,137,527","9,677,320",10.82
2010,7,GA,Final,"755,798","6,955,952","4,085,127",10.87,"437,146","4,697,520","551,061",9.31,"198,245","2,762,787","16,325",7.18,"1,240","14,589",1,8.50,"1,392,429","14,430,848","4,652,514",9.65
2010,7,HI,Final,"73,671","260,322","414,199",28.30,"75,804","292,317","60,333",25.93,"70,787","318,138",682,22.25,0,0,0,0.00,"220,262","870,777","475,214",25.29
2010,7,IA,Final,"172,450","1,474,942","1,327,501",11.69,"100,734","1,075,968","217,866",9.36,"104,090","1,582,514","7,578",6.58,0,0,0,0.00,"377,274","4,133,424","1,552,945",9.13
2010,7,ID,Final,"56,647","662,328","664,602",8.55,"37,019","538,008","101,377",6.88,"69,212","1,226,157","26,959",5.64,0,0,0,0.00,"162,877","2,426,493","792,938",6.71
2010,7,IL,Final,"726,574","5,990,965","5,059,182",12.13,"448,520","4,820,393","578,305",9.30,"274,935","3,951,811","6,017",6.96,"3,122","46,164",4,6.76,"1,453,152","14,809,333","5,643,508",9.81
2010,7,IN,Final,"370,138","3,844,596","2,741,479",9.63,"201,164","2,395,039","342,308",8.40,"236,171","3,973,375","18,827",5.94,135,"1,447",1,9.33,"807,609","10,214,457","3,102,615",7.91
2010,7,KS,Final,"186,660","1,746,248","1,227,933",10.69,"133,619","1,525,198","222,739",8.76,"63,459","963,045","24,254",6.59,0,0,0,0.00,"383,739","4,234,490","1,474,926",9.06
2010,7,KY,Final,"272,286","3,070,443","1,930,987",8.87,"152,332","1,910,376","297,623",7.97,"174,112","3,249,177","7,311",5.36,0,0,0,0.00,"598,730","8,229,996","2,235,921",7.27
2010,7,LA,Final,"326,632","3,575,004","1,976,785",9.14,"198,298","2,376,992","275,643",8.34,"141,315","2,433,272","18,387",5.81,102,979,22,10.42,"666,348","8,386,247","2,270,837",7.95
2010,7,MA,Final,"326,353","2,295,784","2,702,101",14.22,"261,351","1,751,038","379,305",14.93,"219,586","1,525,605","16,122",14.39,"1,998","29,477",2,6.78,"809,288","5,601,904","3,097,530",14.45
2010,7,MD,Final,"472,807","3,167,477","2,199,197",14.93,"361,564","2,997,004","244,306",12.06,"46,936","467,714","8,766",10.04,"4,722","44,535",5,10.60,"886,028","6,676,731","2,452,274",13.27
2010,7,ME,Final,"64,760","411,648","700,181",15.73,"48,598","395,788","88,527",12.28,"25,353","262,935","2,808",9.64,0,0,0,0.00,"138,711","1,070,370","791,516",12.96
2010,7,MI,Final,"515,759","3,989,490","4,243,617",12.93,"375,301","3,770,482","520,706",9.95,"198,853","2,608,063","13,717",7.62,35,331,1,10.57,"1,089,947","10,368,366","4,778,041",10.51
2010,7,MN,Final,"249,643","2,187,537","2,301,228",11.41,"191,484","2,100,828","276,883",9.11,"139,944","2,084,709","12,312",6.71,143,"1,861",1,7.68,"581,214","6,374,935","2,590,424",9.12
2010,7,MO,Final,"450,223","4,164,296","2,695,310",10.81,"279,082","3,088,378","371,984",9.04,"96,936","1,462,571","8,879",6.63,149,"1,658",1,8.99,"826,390","8,716,903","3,076,174",9.48
2010,7,MS,Final,"225,050","2,196,003","1,260,245",10.25,"130,479","1,386,527","227,892",9.41,"94,050","1,385,377","7,486",6.79,0,0,0,0.00,"449,580","4,967,908","1,495,623",9.05
2010,7,MT,Final,"33,565","344,774","467,019",9.74,"35,523","410,518","101,120",8.65,"20,385","364,711","8,072",5.59,0,0,0,0.00,"89,473","1,120,002","576,211",7.99
2010,7,NC,Final,"694,621","6,662,950","4,207,557",10.43,"400,209","4,711,650","648,205",8.49,"149,440","2,182,498","11,142",6.85,46,624,8,7.37,"1,244,316","13,557,722","4,866,912",9.18
2010,7,ND,Final,"29,222","308,968","326,432",9.46,"30,447","391,472","58,771",7.78,"20,185","330,966","2,857",6.10,0,0,0,0.00,"79,855","1,031,407","388,060",7.74
2010,7,NE,Final,"103,774","999,329","801,344",10.38,"71,188","857,899","154,151",8.30,"72,315","1,037,799","70,938",6.97,0,0,0,0.00,"247,277","2,895,027","1,026,433",8.54
2010,7,NH,Final,"71,140","439,922","599,300",16.17,"60,119","423,028","104,735",14.21,"22,437","174,982","3,503",12.82,0,0,0,0.00,"153,696","1,037,932","707,538",14.81
2010,7,NJ,Final,"692,107","3,979,511","3,452,141",17.39,"609,756","4,011,483","479,355",15.20,"100,615","764,793","12,831",13.16,"2,811","27,139",6,10.36,"1,405,289","8,782,927","3,944,333",16.00
2010,7,NM,Final,"80,550","698,149","852,953",11.54,"80,214","872,432","135,422",9.19,"38,698","594,812","7,319",6.51,0,0,0,0.00,"199,462","2,165,393","995,694",9.21
2010,7,NV,Final,"212,528","1,759,223","1,059,157",12.08,"88,933","944,742","153,969",9.41,"128,830","1,276,389","3,639",10.09,91,873,18,10.42,"430,382","3,981,228","1,216,783",10.81
2010,7,NY,Final,"1,137,918","5,659,242","6,957,912",20.11,"1,393,538","7,605,767","1,038,664",18.32,"110,180","1,158,398","8,334",9.51,"36,866","263,075",24,14.01,"2,678,502","14,686,481","8,004,934",18.24
2010,7,OH,Final,"691,107","5,785,579","4,866,453",11.95,"432,669","4,487,203","612,689",9.64,"291,918","4,470,830","20,572",6.53,214,"2,451",3,8.73,"1,415,908","14,746,063","5,499,717",9.60
2010,7,OK,Final,"265,034","2,766,991","1,669,985",9.58,"156,036","1,892,782","264,339",8.24,"82,335","1,353,545","18,528",6.08,0,0,0,0.00,"503,405","6,013,318","1,952,852",8.37
2010,7,OR,Final,"130,891","1,432,190","1,628,788",9.14,"106,956","1,409,007","238,730",7.59,"61,470","1,098,403","27,321",5.60,151,"2,177",58,6.94,"299,467","3,941,777","1,894,897",7.60
2010,7,PA,Final,"742,912","5,573,435","5,239,642",13.33,"461,911","4,464,279","678,708",10.35,"326,313","4,068,122","27,307",8.02,"6,016","72,255",14,8.33,"1,537,152","14,178,091","5,945,671",10.84
2010,7,RI,Final,"55,965","368,007","434,651",15.21,"45,794","369,255","56,862",12.40,"9,894","87,173","1,970",11.35,328,"2,352",1,13.95,"111,981","826,788","493,484",13.54
2010,7,SC,Final,"389,201","3,611,631","2,103,265",10.78,"204,468","2,232,665","341,727",9.16,"144,109","2,346,312","4,580",6.14,0,0,0,0.00,"737,778","8,190,608","2,449,572",9.01
2010,7,SD,Final,"38,058","382,782","370,949",9.94,"31,622","390,974","66,616",8.09,"13,462","215,106","3,904",6.26,0,0,0,0.00,"83,142","988,862","441,469",8.41
2010,7,TN,Final,"457,728","4,771,421","2,710,814",9.59,"293,536","2,963,213","462,801",9.91,"170,630","2,434,127","2,012",7.01,20,188,1,10.64,"921,914","10,168,949","3,175,628",9.07
2010,7,TX,Final,"1,790,215","15,285,607","9,613,587",11.71,"1,077,497","11,910,085","1,476,856",9.05,"600,642","9,185,316","132,934",6.54,639,"6,481",3,9.86,"3,468,993","36,387,489","11,223,380",9.53
2010,7,UT,Final,"100,288","1,060,924","935,800",9.45,"78,137","1,037,618","122,390",7.53,"44,651","788,519","9,531",5.66,235,"2,573",10,9.13,"223,312","2,889,635","1,067,731",7.73
2010,7,VA,Final,"551,977","5,094,800","3,306,395",10.83,"356,426","4,633,121","426,595",7.69,"110,939","1,609,325","5,820",6.89,"1,101","15,178",1,7.25,"1,020,443","11,352,424","3,738,811",8.99
2010,7,VT,Final,"30,550","198,232","308,200",15.41,"25,119","188,862","50,682",13.30,"11,709","125,001",218,9.37,0,0,0,0.00,"67,378","512,096","359,100",13.16
2010,7,WA,Final,"198,445","2,411,079","2,824,844",8.23,"172,533","2,357,664","354,094",7.32,"94,423","2,422,300","33,710",3.90,44,603,6,7.30,"465,445","7,191,647","3,212,654",6.47
2010,7,WI,Final,"299,812","2,332,581","2,597,677",12.85,"220,430","2,129,104","339,036",10.35,"154,263","2,166,950","5,436",7.12,0,0,0,0.00,"674,505","6,628,636","2,942,149",10.18
2010,7,WV,Final,"97,011","1,084,829","866,388",8.94,"55,769","741,601","137,469",7.52,"58,403","973,403","12,374",6.00,26,334,1,7.78,"211,210","2,800,167","1,016,232",7.54
2010,7,WY,Final,"18,501","196,070","257,884",9.44,"25,653","337,632","59,959",7.60,"38,408","782,671","9,462",4.91,0,0,0,0.00,"82,562","1,316,372","327,305",6.27
2010,6,AK,Final,"23,408","140,698","272,737",16.64,"31,600","218,622","47,880",14.45,"14,950","107,006","1,222",13.97,0,0,0,0.00,"69,958","466,327","321,839",15.00
2010,6,AL,Final,"358,663","3,316,666","2,142,780",10.81,"217,913","2,171,643","357,122",10.03,"177,425","2,742,610","7,036",6.47,0,0,0,0.00,"754,001","8,230,919","2,506,938",9.16
2010,6,AR,Final,"156,782","1,656,812","1,326,600",9.46,"87,391","1,123,134","179,556",7.78,"88,555","1,473,058","35,739",6.01,4,33,2,12.12,"332,732","4,253,036","1,541,897",7.82
2010,6,AZ,Final,"393,964","3,355,807","2,545,038",11.74,"274,589","2,689,339","300,643",10.21,"70,162","991,388","7,186",7.08,0,0,0,0.00,"738,715","7,036,534","2,852,867",10.50
2010,6,CA,Final,"1,040,190","6,934,208","12,874,470",15.00,"1,560,685","10,628,796","1,791,500",14.68,"459,804","4,405,363","75,618",10.44,"5,617","68,234",14,8.23,"3,066,296","22,036,601","14,741,602",13.91
2010,6,CO,Final,"182,550","1,535,102","2,129,808",11.89,"171,708","1,685,020","350,065",10.19,"93,185","1,316,004","15,178",7.08,396,"3,621",1,10.94,"447,839","4,539,747","2,495,052",9.86
2010,6,CT,Final,"201,567","1,039,249","1,448,338",19.40,"195,361","1,187,591","149,457",16.45,"49,464","334,622","4,779",14.78,"1,759","16,138",2,10.90,"448,150","2,577,600","1,602,576",17.39
2010,6,DC,Final,"29,561","200,574","226,548",14.74,"123,713","915,372","26,466",13.52,"1,831","22,757",1,8.05,"3,740","33,320",1,11.22,"158,845","1,172,022","253,016",13.55
2010,6,DE,Final,"51,249","355,172","396,095",14.43,"43,079","368,342","49,880",11.70,"20,961","212,459","1,246",9.87,0,0,0,0.00,"115,289","935,973","447,221",12.32
2010,6,FL,Final,"1,363,622","11,701,112","8,564,447",11.65,"833,470","8,512,335","1,131,878",9.79,"137,263","1,544,457","18,211",8.89,669,"7,616",25,8.78,"2,335,024","21,765,521","9,714,561",10.73
2010,6,GA,Final,"623,356","5,755,336","4,066,827",10.83,"409,550","4,420,283","547,730",9.27,"182,272","2,707,851","16,046",6.73,"1,257","14,653",1,8.58,"1,216,436","12,898,123","4,630,604",9.43
2010,6,HI,Final,"69,424","244,828","414,341",28.36,"73,227","280,374","60,486",26.12,"68,063","306,868",690,22.18,0,0,0,0.00,"210,714","832,070","475,517",25.32
2010,6,IA,Final,"131,659","1,211,739","1,326,345",10.87,"84,071","1,038,872","217,495",8.09,"90,499","1,643,908","6,051",5.51,0,0,0,0.00,"306,229","3,894,519","1,549,891",7.86
2010,6,ID,Final,"44,485","542,460","663,702",8.20,"31,800","465,861","101,194",6.83,"51,153","898,996","25,785",5.69,0,0,0,0.00,"127,438","1,907,318","790,681",6.68
2010,6,IL,Final,"549,553","4,327,167","5,064,223",12.70,"403,917","4,393,958","577,720",9.19,"249,885","3,751,808","6,033",6.66,"2,913","39,437",4,7.39,"1,206,268","12,512,370","5,647,980",9.64
2010,6,IN,Final,"288,252","3,044,801","2,740,359",9.47,"181,798","2,221,596","341,530",8.18,"222,413","3,854,047","18,797",5.77,134,"1,482",1,9.04,"692,597","9,121,925","3,100,687",7.59
2010,6,KS,Final,"151,730","1,470,962","1,220,088",10.32,"125,233","1,482,719","220,470",8.45,"56,106","895,179","23,972",6.27,0,0,0,0.00,"333,069","3,848,859","1,464,530",8.65
2010,6,KY,Final,"218,232","2,563,389","1,932,746",8.51,"142,248","1,840,469","296,792",7.73,"166,970","3,214,496","7,304",5.19,0,0,0,0.00,"527,450","7,618,355","2,236,842",6.92
2010,6,LA,Final,"273,811","3,089,529","1,969,021",8.86,"181,044","2,235,569","274,030",8.10,"138,677","2,530,807","18,382",5.48,91,923,22,9.86,"593,623","7,856,828","2,261,455",7.56
2010,6,MA,Final,"251,131","1,783,043","2,684,043",14.08,"237,339","1,615,618","380,338",14.69,"206,794","1,461,921","16,171",14.15,"1,695","27,994",2,6.05,"696,960","4,888,577","3,080,554",14.26
2010,6,MD,Final,"378,146","2,503,502","2,198,313",15.10,"351,272","2,908,323","243,974",12.08,"44,256","467,435","8,796",9.47,"5,082","49,190",5,10.33,"778,756","5,928,451","2,451,088",13.14
2010,6,ME,Final,"48,603","308,641","699,924",15.75,"41,149","332,280","88,479",12.38,"21,445","238,656","2,815",8.99,0,0,0,0.00,"111,197","879,577","791,218",12.64
